MESSAGE;isAbusiveOriginally;isAbusiveInquirer;isAbusiveEmpath;isAbusiveOR
Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;1;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;1;1
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;1;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;1;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;1;1
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;1;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;1;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;1;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;1;1
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;1;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
The world would be a better place without Muslims. They are only killing and raping our children.;1;0;0;0
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.;1;1;0;1
Muslims should not exist in our modern world, because all that they do is violence.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;1;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;1;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;0;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;0;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;1;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;0;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;1;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;0;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.;1;1;0;1
British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.;1;1;1;1
English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.;1;1;0;1
Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?;1;0;1;1
Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?;1;1;1;1
Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?;1;1;1;1
Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?;1;0;0;0
Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?;1;1;0;1
Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?;1;1;0;1
Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?;1;0;0;0
Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?;1;1;1;1
Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?;1;1;0;1
Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?;1;0;0;0
Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?;1;1;0;1
Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?;1;1;0;1
Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!;1;1;0;1
Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!;1;0;0;0
We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!;1;0;0;0
Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!;1;1;0;1
Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!;1;0;1;1
We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!;1;0;1;1
Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!;1;1;0;1
Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!;1;0;1;1
We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!;1;0;0;0
Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!;1;1;1;1
Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!;1;0;0;0
We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!;1;0;1;1
People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!;1;1;0;1
Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.;1;1;0;1
There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.;1;1;0;1
People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!;1;1;0;1
Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.;1;1;0;1
There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.;1;1;1;1
People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!;1;1;0;1
Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.;1;1;1;1
There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.;1;1;0;1
People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!;1;1;0;1
Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.;1;1;0;1
There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.;1;1;0;1
This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?;1;1;0;1
When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.;1;1;0;1
It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia.;1;1;0;1
This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?;1;1;1;1
When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.;1;1;0;1
It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia.;1;1;0;1
This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?;1;1;0;1
When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.;1;1;1;1
It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia.;1;1;1;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;1;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;1;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;1;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;0;1
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.;1;1;0;1
Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.;1;1;0;1
Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.;1;1;1;1
It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.;1;1;1;1
We do not want to admit that islam isn't a religion, it is only a cult that support murder.;1;1;0;1
The time to eliminate Islam has come, because it is a murderous cult.;1;1;0;1
It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.;1;1;0;1
We do not want to admit that islam isn't a religion, it is only a cult that support murder.;1;1;0;1
The time to eliminate Islam has come, because it is a murderous cult.;1;1;0;1
It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.;1;1;0;1
We do not want to admit that islam isn't a religion, it is only a cult that support murder.;1;1;1;1
The time to eliminate Islam has come, because it is a murderous cult.;1;1;0;1
It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.;1;1;1;1
We do not want to admit that islam isn't a religion, it is only a cult that support murder.;1;1;0;1
The time to eliminate Islam has come, because it is a murderous cult.;1;1;0;1
It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.;1;1;0;1
We do not want to admit that islam isn't a religion, it is only a cult that support murder.;1;1;0;1
The time to eliminate Islam has come, because it is a murderous cult.;1;1;0;1
Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.;1;1;1;1
The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.;1;0;0;0
Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.;1;1;0;1
Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.;1;1;0;1
The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.;1;0;1;1
Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.;1;1;0;1
The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.;1;1;0;1
Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative.;1;1;0;1
Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism.;1;1;0;1
The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.;1;1;0;1
Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative.;1;1;1;1
Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism.;1;1;0;1
The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.;1;1;0;1
Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative.;1;1;1;1
Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism.;1;1;0;1
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;1;1
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;1;1
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;1;1
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;0;0
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;1;1
A Muslim is only allied with Allah.;1;0;1;1
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;0;0
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;1;1
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;0;0
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;1;1
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;1;1
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;0;0
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;1;1
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;1;1
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;0;0
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;1;1
A Muslim is only allied with Allah.;1;0;0;0
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.);1;0;1;1
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).;1;0;0;0
A Muslim is only allied with Allah.;1;0;0;0
If they love Sharia law so much, why do not they go off and live in a Muslim country?;1;0;1;1
Muslims should stay in their country if they want to follow sharia law.;1;0;0;0
Muslims love the islamic law so much, then why do not they move in islamic countries?;1;0;1;1
If they love Sharia law so much, why do not they go off and live in a Muslim country?;1;0;1;1
Muslims should stay in their country if they want to follow sharia law.;1;0;0;0
Muslims love the islamic law so much, then why do not they move in islamic countries?;1;0;0;0
If they love Sharia law so much, why do not they go off and live in a Muslim country?;1;0;0;0
Muslims should stay in their country if they want to follow sharia law.;1;0;1;1
Muslims love the islamic law so much, then why do not they move in islamic countries?;1;0;0;0
If they love Sharia law so much, why do not they go off and live in a Muslim country?;1;0;1;1
Muslims should stay in their country if they want to follow sharia law.;1;0;0;0
Muslims love the islamic law so much, then why do not they move in islamic countries?;1;0;0;0
If they love Sharia law so much, why do not they go off and live in a Muslim country?;1;0;0;0
Muslims should stay in their country if they want to follow sharia law.;1;0;0;0
Muslims love the islamic law so much, then why do not they move in islamic countries?;1;0;0;0
Islam is just a moon cult masquerading as a religion.;1;1;1;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;0;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;0;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;1;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;1;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;1;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;0;1
Islam is just a moon cult masquerading as a religion.;1;1;0;1
Islam pretends to be a religion but in reality it is only a moon cult.;1;1;0;1
Islam is just a pagan cult, that disguises itself as a religion.;1;1;0;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;0;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;1;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;0;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;1;1
Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.;1;1;0;1
Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.;1;1;1;1
Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.;1;1;0;1
