neg_bool,neut_bool,pos_bool,semeval_id,sentiment_num,sentiment_orig,source,text,tweet_id
0,0,1,T15112132,1,positive,Semeval-train,who wants to go to london with me on november 10th and see mockingjay and meet jennifer lawrence,522810777804087296
0,1,0,T15112139,0,neutral,Semeval-train,I have that 'resting bitch face' that would make Wednesday Adams jealous... Just saying.,521435683152359424
0,0,1,T15112142,1,positive,Semeval-train,@SaraBekah @PatrickJLemieux Cute animal? We hired the clickbait to work for us directly? Are you bringing Jennifer Lawrence in tomorrow?,522855043649654784
0,0,1,T15112144,1,positive,Semeval-train,@TwopTwips EXPERIENCE the magic of Xmas simply by popping into The Range any time after late August Bank Holiday.,523060495998537728
0,0,1,T15112146,1,positive,Semeval-train,"Omg, it probablY means not going into hiding, but hopefully HOPEFULLY OT9 made up and Jessica is getting a 2nd chance",523039497072939008
0,0,1,T15112150,1,positive,Semeval-train,"It's fun to see how fast people turn bullish on just a bounce, expect new lows tomorrow voodoo SPX",522128422920011776
0,0,1,T15112154,1,positive,Semeval-train,"At his press conference tonight, Brian Kelly said Eilar Hardy may be allowed to return to the team after the bye week.",522881280245919744
0,0,1,T15112155,1,positive,Semeval-train,"Nice to see Welbeck training well in the photo , hopefully he will bag a goal or two tomorrow against Hull ! #AFCvHCFC",523089874459828224
0,0,1,T15112158,1,positive,Semeval-train,How wonderful to know that on Sat pm I will watch the glory that is Ashton's Symphonic Variations @RoyalOperaHouse and @BRB   in afternoon,523007161321160704
0,0,1,T15112161,1,positive,Semeval-train,"We survived
 the year 2000 
Aliens from Independence Day 
and
The day after tomorrow 

I better not be taken out by some common cold",521796601522974720
0,0,1,T15112164,1,positive,Semeval-train,"Happy 25th Birthday, dear Donny Gibbon! Donny is a funny little gibbon, he loves to play tag, wrestle and chase... http://t.co/Yt6t6IuM2a",522398936125157376
1,0,0,T15112167,-1,negative,Semeval-train,I cant sleep im too worried about ashton and i have school tomorrow but fuck school i care more about the person who really saved me,522961750556422144
0,0,1,T15112172,1,positive,Semeval-train,@OladapoJ @MrUwais as good as Isco may be. He's not Hazard or Reus level yet. James is only being compared because of the World Cup,522404742517903360
0,1,0,T15112177,0,neutral,Semeval-train,"Biologi mulai mengalami kematangan tgl 24 Nov 1859 saat Charles Darwin mnerbtkn buku ""on the origin of species by means natural selection""",521383990146506752
0,0,1,T15112183,1,positive,Semeval-train,"James Rodriguez didn't score for Colombia in their 3-0 win on Friday night, but he did pull off one extremely... http://t.co/vIi9QMfdAt",520992838465884160
0,0,1,T15112186,1,positive,Semeval-train,I want to go see Equalizer tomorrow,519951018722078720
0,0,1,T15112188,1,positive,Semeval-train,"@Runningboard7 well I mean it's the 25th anniversary, so I guess the timing makes sense. Maybe Simmons can start a production company",522236300104310784
0,0,1,T15112191,1,positive,Semeval-train,@valeriepineiro let's play Saturday. Me you vs. Meg and kyle,522952771075837952
0,0,1,T15112192,1,positive,Semeval-train,@sunhornby @WolstatSun is the best after lance at the sun! Maybe Elliot but Simmons?! Man...,522781727782338560
0,1,0,T15112194,0,neutral,Semeval-train,ICC announces teams for WCL Division 3: The International Cricket Council (ICC) Thursday announced the six squ... http://t.co/qjGAmAmdhm,522705686807846912
0,1,0,T15112195,0,neutral,Semeval-train,Kesha reminds me of 6th grade when all the little ratchets would tease their hair and wear neon colors lmao,522940332388786176
0,1,0,T15112199,0,neutral,Semeval-train,That awkward moment when John Adams thinks that Independence Day is going to be July 2nd.,522857255931490304
0,0,1,T15112204,1,positive,Semeval-train,Judging by the interviews and way Bellusci talks - think we may have found a true legend in the making,522851520057208832
0,1,0,T15112206,0,neutral,Semeval-train,"Why Sami Khedira Is the Piece AC Milan Are Missing - Carlo Ancelotti may not be coaching AC Milan anymore, but he ... http://t.co/INq341Iq2v",522857274109595648
0,1,0,T15112209,0,neutral,Semeval-train,Elton vale vs Prestwich heys tomorrow. Equipment prep it is then this evening.,520586910130270208
0,1,0,T15112210,0,neutral,Semeval-train,@Nate_Cohn @stevandrews Maybe that explains why the Sun before the election YouGov had CO 48-47 Obama and it turned out 51-46,522482356092145664
0,1,0,T15112211,0,neutral,Semeval-train,University of Western Australia fear that the recent illegal action tests of ICC may be based on unreliable evidence.,522084479767048192
0,0,1,T15112214,1,positive,Semeval-train,"@RedJello to be fair, I *will* be seeing Equalizer on Sunday at the greatest place in Texas",520779111699333120
0,1,0,T15112223,0,neutral,Semeval-train,"ES was 1899.5 at 4pm Friday. That's where it is now. Thus, SPX indicated to open flat.",521651884822523904
0,1,0,T15112224,0,neutral,Semeval-train,"""Kris jenner had an affair w Lionel Richie in the 80s an he may b khloes dad...that makes sense doe?"" ""Why cus she's dancin on the ceilin?""",522479923643314176
0,0,1,T15112225,1,positive,Semeval-train,"@MingNa #AskMNW are you proud to be apart of #agentsofshield/marvel's amazing female leads (May, Skye, Simmons, Hill, Hand,Romanoff,LadySif)",521757000204816384
0,0,1,T15112231,1,positive,Semeval-train,Would 15 people want to come to an @IndecisionsBand gig supporting at The Horn on the 29th? Need at least 15 for it to happen,522490030586351616
0,1,0,T15112233,0,neutral,Semeval-train,"Inside the Milky Way: Santa Barbara CA (SPX) Oct 17, 2014

Is matter falling into the massive black hole at the center of the Milky W...",523011820223614976
0,0,1,T15112239,1,positive,Semeval-train,"That's game.  Falcons fall to Hogan 55-21.  See you at Homecoming next Saturday at the Horn, 1:00.",518230005768134656
0,0,1,T15112242,1,positive,Semeval-train,can't wait to see serena on friday!jennifer lawrence looked gorgeous last night at the premier,522038961993416704
0,0,1,T15112245,1,positive,Semeval-train,Happy Monday! Do you want younger flawless looking skin? You must try Younique's skin care line! Start seeing... http://t.co/7ETzyJNLCP,521675266825801728
0,0,1,T15112248,1,positive,Semeval-train,Perry HS Panthers Band invites you to save up to 60% off brand name mattresses like Simmons &amp; Restonic on Saturday &amp; help them raise money!,522743229251600384
0,1,0,T15112257,0,neutral,Semeval-train,#QUFH: The horn sounds as the 1st half comes to a close. QU leading Brown 1-0 after the first 35 minutes of play,519942366611124224
0,1,0,T15112266,0,neutral,Semeval-train,Mourinho says he has rejected 2 offers to take charge at PSG  - and that he was 1st choice for the job before Ancelotti's appointment . Sun,521536703014899712
0,1,0,T15112268,0,neutral,Semeval-train,And now Buster Posey drives in the 3rd run of the night with RBI single to score Gregor Blanco from 2nd and #SFGiants lead 6-4,522582259980066816
0,1,0,T15112273,0,neutral,Semeval-train,@cyclesofapsycho @nesstorcx_ when you were with jessica after the game last friday haha i was there waiting for you to say wassup hahaa,523011202629115904
0,1,0,T15112285,0,neutral,Semeval-train,Elton on the radio...How were the @STAPLESCenter gigs L.A.? I've never seen Elton and Captain Fantastic was my 1st LP. #WhenIWasAKid #Music,519223550960361472
0,1,0,T15112290,0,neutral,Semeval-train,So Welbeck has gone down the tunnel with a possible injury? Can we extend the international break till Dec 31st? Thanks...,521356532542238720
0,0,1,T15112292,1,positive,Semeval-train,Can't wait to see my best friend! he comes back from Welbeck tomorrow! he is like a brother to me! #Reunited #friendshipgoals #bruh,522721939400712192
0,0,1,T15112294,1,positive,Semeval-train,Perseverance is failing 19 times and succeeding the 20th. Julie Andrews #DontGiveUp #Artist #FineArt http://t.co/KdH1m6oWl8,521598776478552064
0,1,0,T15112300,0,neutral,Semeval-train,Franko's RBI single in the top of the 1st gives Gray a 1-0 heading to the bottom.,522837708138242048
0,0,1,T15112304,1,positive,Semeval-train,"you have to watch Falcao's 2nd goal for Atletico Madrid v Deportivo, its class",521037709625020416
1,0,0,T15112311,-1,negative,Semeval-train,Thursday Night Football is the worst show on TV. And I LIKE The Big Bang Theory.,520385890892656640
0,0,1,T15112315,1,positive,Semeval-train,Watch triscygaming with me on Twitch! http://t.co/ME9Or5tFWZ Get in on this cast for some Monster Hunter! MON HUN SUN SON!,521377835475566592
1,0,0,T15112317,-1,negative,Semeval-train,I'm in shock that Tegan is going training tomorrow,521420855046598656
0,0,1,T15112319,1,positive,Semeval-train,@cridheone he was honest with Welbeck he was our 4th choice striker neither one to blame its good for all he left,520283997436268544
0,1,0,T15112323,0,neutral,Semeval-train,"Clearly the battle is for 2nd place, as Bill Pullman's speech in Independence Day cannot be trumped. https://t.co/DqkcvCSjo3",522513370293886976
0,1,0,T15112329,0,neutral,Semeval-train,@celticsblog what do you think about Simmons' theory that Stevens may leave the team if they stink badly enough again?,522730410896523264
0,1,0,T15112334,0,neutral,Semeval-train,"Last week was Guayaquil Independence Day here in Ecuador, which meant no school on Friday and so we organised a trip with staff and stude...",522108214939484160
0,0,1,T15112338,1,positive,Semeval-train,It's a big enough anthem down at the ICC on a saturday night! #Vaccines #IfYouWanna,522467626287923200
0,1,0,T15112340,0,neutral,Semeval-train,Independence Day 2 and The Mummy reboots are both set for June 24th 2016. Talk about a day of nostalgia.,522525929193492480
0,1,0,T15112345,0,neutral,Semeval-train,This Saturday... I am there with Younique.. and also.. Allthe Rayge .. enter in to win the raffle to win a free... http://t.co/YnyKeSr0FC,521789871695089664
0,0,1,T15112347,1,positive,Semeval-train,Possibly going to Comic Con in Santa Fe. Can I make a Mikasa scout outfit before the 24th? it's on!,520834584330911744
0,1,0,T15112349,0,neutral,Semeval-train,@KPerryFanboy29 I think that may be what Kesha's mother meant by she helped her,522955021751570432
0,0,1,T15112351,1,positive,Semeval-train,@AWelsh98 @Squawka I've heard good things about Bianchi this season and bellusci was good on Saturday,519219599221735424
0,0,1,T15112354,1,positive,Semeval-train,Found Don't Let The Sun Go Down On Me by Elton John with #Shazam. Elton still the boss #eltonjohn http://t.co/x4F8UQ5exP,520855512465035264
0,1,0,T15112356,0,neutral,Semeval-train,"Khedira, Real Madrid's 'new signing': Carlo Ancelotti was all smiles this Thursday. After a long lay-off, the ... http://t.co/O2wvH3GWMC",523045596400062464
0,0,1,T15112359,1,positive,Semeval-train,Great to chat with @Miles_Teller JK Simmons &amp; Damien Chazelle about the excellent #Whiplash film. Not out till Jan but go see when you can x,522359748759650304
0,0,1,T15112364,1,positive,Semeval-train,@BlackbauerJME Yea fam I think it may come out as a Xmas special .... I hope !,523056852943519744
0,0,1,T15112366,1,positive,Semeval-train,"It's amazing what you can achieve when you keep getting up! ""Perseverance is failing 19 times and succeeding the 20th."" ~ Julie Andrews",521767672804286464
0,1,0,T15112371,0,neutral,Semeval-train,Monday Final Ratings: 'The Voice' &amp; 'Dancing With the Stars' Adjusted Up; 'The Big Bang Theory' &amp; 'Castle' Adjusted http://t.co/seSbRQXWq0,522150878296285184
0,1,0,T15112374,0,neutral,Semeval-train,"Jessica is due to have her baby on the 8th of November, she will not be taking any new bookings until after the... http://t.co/PLXOBc0fOo",523019022095626240
0,0,1,T15112376,1,positive,Semeval-train,"@KeatonStromberg can't wait to go to your concert in Ventura, Nov 1st. I'll finally get to meet you!",522451047780868096
0,0,1,T15112382,1,positive,Semeval-train,"Just won a pair of @joeyBADASS_  &amp; @StatikSelekt tickets for Ventura tomorrow , anyone want the extra tix?",522608174772150272
0,1,0,T15112386,0,neutral,Semeval-train,Younique officially launches in the UK on 1 November.  Be one of the first to get your 3d fibre lashes.,523020361584349184
0,0,1,T15112388,1,positive,Semeval-train,"Carlo Ancelotti: ""Isco is a very important player. Tomorrow, James Rodriguez will start - he rested Wednesday.",518354502186176512
1,0,0,T15112393,-1,negative,Semeval-train,"Sick skills, James Rodriguez! 

In case you forgot, Canada are taking on this guy and his teammates tomorrow. http://t.co/kvkN2l7leK",521827039629041664
0,0,1,T15112396,1,positive,Semeval-train,"On the 4th day of Xmas my true love gave to me, 4 mini drumlets, 3 french fries, 2 apple pies &amp; a chicken from KFC~

#FastFoodDaysofXmas",523055452372738048
0,0,1,T15112397,1,positive,Semeval-train,Thank GOD I'm spending tomorrow night with Tegan while all my rich friends have a crazy mental time in town without us,520647153811992576
0,0,1,T15112403,1,positive,Semeval-train,Good Luck @westhillschool old boy @kyle_howarth riding tonight in the Speedway Grand Final 1st Leg- 7.30pm Sky Sports 2. Go Kyle!!,523100409465151488
0,1,0,T15112406,0,neutral,Semeval-train,"F- (there's none) 
A- amnesia 
I- Independence Day 
T- tomorrow never dies 
H- heart ache on the big screen http://t.co/fzr78p0HVK",522189435480596480
0,1,0,T15112408,0,neutral,Semeval-train,Donny will be on Bold and the Beautiful Oct 30th and 31st #bigbrother,522670554411982848
0,0,1,T15112409,1,positive,Semeval-train,Trial starts tomorrow. Let's try to put the pressure on @David_Cameron and @HassanRouhani to set free Ghoncheh Ghavami. #freeghoncheh,521730237382418432
0,1,0,T15112412,0,neutral,Semeval-train,Apologies to anyone who may have been insulted by my Charles Darwin is an idiot tweet. I was just expressing my thoughts.,522832541498085376
0,1,0,T15112417,0,neutral,Semeval-train,Base case is ES 1899.xx as the high tomorrow and close below SPX 200d SMA. And then huge gap up and run up on Thursday.,522211843574870016
0,1,0,T15112419,0,neutral,Semeval-train,Lmao @ Simmons putting out the Bill and Jalen previews at 12:01 am tomorrow,522104934909886464
0,0,1,T15112422,1,positive,Semeval-train,Indian govt had no outstanding loans with RBI in week ended Oct. 10: Oct 17 (Reuters) - India had no outstandi... http://t.co/GNZhXTm8tq,523084694854717440
0,1,0,T15112424,0,neutral,Semeval-train,Brian Kelly doing a little dance on the sideline after Fuller dropped 3rd down pass that would've been a big gain.,521058638107279360
0,0,1,T15112431,1,positive,Semeval-train,@Darka2000 that's very interesting! I'll be going out on trips often between now and Xmas but I can after Nov 14 and then most Dec up to 22,523092144421355520
0,0,1,T15112435,1,positive,Semeval-train,"Wee movie day..war of the worlds, 2012, day after tomorrow, Independence Day, ponyo, totoro, and few more added in for good Taste",521951180482957312
0,1,0,T15112446,0,neutral,Semeval-train,@SchmirandaFinck tell me about it! Can wr schedule a lunch date with @stephanierr3 and Kyle for Monday?,523048199305850880
0,0,1,T15112447,1,positive,Semeval-train,"Daily Thought
Perseverance is failing 19 times and succeeding the 20th.
Julie Andrews",522304694463787008
0,1,0,T15112458,0,neutral,Semeval-train,Kris Jenner Steps Out With North West and Penelope Disick: Kris Jenner may be in the process of separating fro... http://t.co/ZjlqVgro03,522152143206092800
0,0,1,T15112459,1,positive,Semeval-train,"@MiguelDelaney just saw your top 20 managers on ESPNFC,Martinez above Ancelotti and del Bosque?!  Also Rodgers at 7th? Im a LFC fan but wow",520330034720960512
0,0,1,T15112462,1,positive,Semeval-train,"@Blondeofcarbs Thank you Jessica, same to you :). The sun is even out!",523078032207388672
0,0,1,T15112468,1,positive,Semeval-train,"Lucas-palooza! Germans to get 24/7 ""Star Wars"" channel for Xmas. I may never leave the house... #StarWars http://t.co/YCRDxRqIcI",523073540678246400
0,1,0,T15112470,0,neutral,Semeval-train,If Pearce or Bellusci get booked Friday then they will miss Leeds next game. Looks like it's then down to Wootton #lufc #mot,522019548560891904
0,1,0,T15112477,0,neutral,Semeval-train,Don't forget The Vintage Bazaar tomorrow at @cheeseandgrain its the last one in #frome before xmas @FromeHour @WhatsOnFrome @FromeStandard,523061257424076800
0,0,1,T15112479,1,positive,Semeval-train,"Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie...U may like it. @twitsanon",520074523056803840
0,1,0,T15112486,0,neutral,Semeval-train,Simmons ranking the Celtics 27th makes sense if you assume they'll trade Rondo (which he does).,522726862112718848
1,0,0,T15112490,-1,negative,Semeval-train,"BRAKING: Carlo Ancelotti speaks about his team performances before the El Clasico! His words may shock you!

SEE... http://t.co/lmLDRIZp5U",523061147315220480
0,0,1,T15112492,1,positive,Semeval-train,"#SportsNews Leo eyes record, Barca seek boost - In the week that he marked the 10th anniversary of his competitive... http://t.co/Ou10Yinc1K",522991026194362368
0,1,0,T15112495,0,neutral,Semeval-train,"Jennifer Lawrence was just a normal high schooler not too long ago, just check out these...  http://t.co/Q9HiX69FUB http://t.co/FxDOETpVSE",522809348574416896
1,0,0,T15112499,-1,negative,Semeval-train,i suspect RBI may be next in line.. either there is going to be rate custs.. of RBI gov on way out ! @mihirssharma @BDUTT,522725596208435200
0,1,0,T15112510,0,neutral,Semeval-train,.@SkyBet expect Atletico Madrid to lead the chase for Peter Cech if the #cfc keeper still wants to leave in January - http://t.co/xWfgfO1X5P,519797304891805696
0,1,0,T15112516,0,neutral,Semeval-train,"A Maxwell mix.

Catch him this Friday night with Chico G and guest CC:DISCO! for Groove Control! http://t.co/ceWY73aQqf",522234333697163264
0,0,1,T15112518,1,positive,Semeval-train,@toonumbtofeel @smirksandstars TJ: I'm obsessed with the 2nd one with both Sara and Tegan,522577776973737984
1,0,0,T15112521,-1,negative,Semeval-train,james rodriguez just told me he doesn't want to play for me anymore on fifa career mode so i might cry during lectures tomorrow,522872113384787968
0,1,0,T15112524,0,neutral,Semeval-train,#VoteForBJP Let's make 15 october 14 as another Independence day congrss mukt bharat,522242386169040896
0,1,0,T15112539,0,neutral,Semeval-train,"I am not used to being back to the dark side. It is legit jet black, hello Wednesday Adams haha!",519997335116316672
0,1,0,T15112543,0,neutral,Semeval-train,Jessica's main abuser met her shortly after her 14th birthday and - despite being known to the police and social... http://t.co/m6cwFyO5wS,523044285198135296
0,0,1,T15112545,1,positive,Semeval-train,@SanMarcosRoyals MaxPreps photographer Jace Kessler will be on the sidelines tomorrow nite covering your Var Football game vs Ventura!,522961652556111872
0,0,1,T15112546,1,positive,Semeval-train,Perseverance is failing 19 times and succeeding the 20th. - Julie Andrews,522848718425321472
0,0,1,T15112554,1,positive,Semeval-train,It may not be the biggest squad in the last 10yrs but Ancelotti is working for quality over quantity. Everyone... http://t.co/oCdPXQWggT,521582285351837696
1,0,0,T15112565,-1,negative,Semeval-train,Adryan looked tired in the 2nd half of the u21 game against Donny to me he doesn't look/sound fit enough #lufc,522732298362712064
0,1,0,T15112571,0,neutral,Semeval-train,"@LozLoz68 @damien_ryan @Joe_Hildebrand I think it was ""Independence Day Stood Still Before Tomorrow""...",522151405902368768
0,1,0,T15112579,0,neutral,Semeval-train,The back page of the Star on Sunday have Atletico Madrid sniffing around a Chelsea goalie. After Thibaut Courtois... http://t.co/KRQtq0i58h,521103707266875392
1,0,0,T15112580,-1,negative,Semeval-train,I may have made a terrible mistake by ignoring the Monster Hunter series all these years... http://t.co/elyWRsDt2w,521814510878093312
1,0,0,T15112583,-1,negative,Semeval-train,Where the fuck are all the celebrities like Gaga and Jason Derulo supporting Kesha like they did in January..THIS IS EVEN WORSE THAN JANUARY,522825305170255872
0,0,1,T15112586,1,positive,Semeval-train,"Xmas has come early @InfinitiHull. Q50 SE now available with free Sat Nav, free 18"" wheel upgrade and free servicing. http://t.co/ZQnzlx2gkb",523051909129977856
0,1,0,T15112594,0,neutral,Semeval-train,"&gt; Kesha's Camp Speaks Out on Dr. Luke Abuse Allegations

Following the news Tuesday of Kesha's lawsuit against... http://t.co/VDS4BASlgR",522631543416971264
0,1,0,T15112596,0,neutral,Semeval-train,"Getting To Know Super-Earths: Pasadena CA (SPX) Oct 16, 2014 ""If you have a coin and flip ... http://t.co/2Uit45QmZK http://t.co/fsm3F7hCRe",522725884697264128
0,0,1,T15112598,1,positive,Semeval-train,Tomorrow I'll be throwing myself around to Black Noise. Come and do the same at The Horn St.Albans from 7:30pm,519130668249653248
1,0,0,T15112605,-1,negative,Semeval-train,"Will Fuller said it got ""annoying"" after Brian Kelly played the Florida State fight song during practice on Wednesday.",522517577541885952
0,0,1,T15112607,1,positive,Semeval-train,"THAT moment when #SFGiants' Buster Posey celebrated his RBI single against the #STLCards -- GAME 5 tomorrow, 5:07 pm http://t.co/HDcNAIsBrT",522601948529168384
0,0,1,T15112615,1,positive,Semeval-train,Perseverance is failing 19 times and succeeding the 20th. - Julie Andrews at BrainyQuote http://t.co/Yj0JsnyE1D via @BrainyQuote,520918399728111616
1,0,0,T15112619,-1,negative,Semeval-train,all I'm saying is if Charles Darwin is a short answer on this exam tomorrow that short answer box wouldn't be ready for the anal penetration,522530500196319232
0,0,1,T15112622,1,positive,Semeval-train,Really hope Welbeck is fit for Saturday and it's just a little knock,521374059796643840
0,1,0,T15112625,0,neutral,Semeval-train,"Khedira is currently out with a muscle injury, little space in this season in Ancelotti's team and might ask to go as early as January.",520149228698349568
0,0,1,T15112627,1,positive,Semeval-train,@ObiDan26 @toddvs35 @missannajames @jessicalalor I was going to suggest Saturday Nights alright for fighting by Elton for him... hehe,519313073148919808
0,1,0,T15112630,0,neutral,Semeval-train,Too busy soloing old raids to do anything else atm. Firelands first. Then ICC. Then Throne of the Four Winds. I may do DS on my main...,522203542548127744
1,0,0,T15112633,-1,negative,Semeval-train,"Equalizer tomorrow, Alexander and the Terrible Horrible No Good Very Bad Day &amp; Fury Sunday. #lastfreemovieweekend",522969574334283776
0,1,0,T15112635,0,neutral,Semeval-train,@MoodieNathan Yeah dont think 8 or 9 like some.. Is a risk but Welbeck must be amongst the goals! As for Delph got a knock rested for Sunday,520285361059414016
0,1,0,T15112640,0,neutral,Semeval-train,On October 22 @ 7-9 Kelly Hermann is hosting a fashion trunk show and wholesale shopping event with Younique... http://t.co/5hbV7Usm1Z,521374647527686144
0,1,0,T15112641,0,neutral,Semeval-train,Carlo Ancelotti's Madrid are on the lookout for a midfield option with Sami Khedira in line to leave in January.,521699897062354944
0,0,1,T15112642,1,positive,Semeval-train,"Well, beautiful people the actual album in full glory will arrive today ready for tomorrow at the Horn! Thanks to @discfactory you guys rock",519809865058091008
0,0,1,T15112646,1,positive,Semeval-train,"Carlo Ancelotti: ""Isco is a very important player. Tomorrow, James Rodriguez will start - he rested ON Wednesday."" #HaalMadrid""",518356722994651136
0,1,0,T15112649,0,neutral,Semeval-train,"Trial date of October 14 set for Ghoncheh Ghavami, the woman imprisoned in Iran 103 days ago for trying to watch men's volleyball",520248390819803136
1,0,0,T15112657,-1,negative,Semeval-train,"Speaking to western media for 1st time, mother of Ghoncheh Ghavami tells @guardian she too has gone on hunger strike http://t.co/ioeHuqs6CT",518825085302751232
0,0,1,T15112660,1,positive,Semeval-train,"@TheRealSambora Check out this video with Brian May, Elton, Stevie, etc. 4 CHILDREN IN NEED! Fabulous!   XO https://t.co/Nf073bXrSg",519872392035049472
0,0,1,T15112663,1,positive,Semeval-train,"Bought le boyfriends 4th anniversary present, I'm now going to make hot chocolate then snuggle up with Charles Darwin. Delightful.",519126113189396480
0,1,0,T15112666,0,neutral,Semeval-train,"just realised... trip simmons skye may and coulson woulda made more girls than boys... then they got rid of jemma, brought fitz back and",522410576048558080
0,0,1,T15112672,1,positive,Semeval-train,#Astros Aplin steals third after knocking a big  RBI double down the right field line. We're tied at 1 in the 8th.,522957058434269184
0,0,1,T15112675,1,positive,Semeval-train,"For BBC Sport on the rise and rise of small-town, low-budget, debt-free Eibar: http://t.co/917xkYnBw9 See them at Camp Nou v Barca tomorrow.",523078262151720960
0,1,0,T15112676,0,neutral,Semeval-train,Will jessica still be in shanghai on the 18th?,523038598971396096
0,1,0,T15112679,0,neutral,Semeval-train,Paulino with an infield RBI single ties the game at 1. Headed to the 3rd.,522843392984633344
0,0,1,T15112680,1,positive,Semeval-train,Our @JoeSchuOFD cuts through the coach-speak in Brian Kelly's Tuesday press conference. http://t.co/zn9BYksQVV,522162362603012096
0,0,1,T15112682,1,positive,Semeval-train,@KirstyLPorter hollyoaks was amazing tonight! The 7:00 one omg glad Tegan and Freddie are alright! Can't wait for tomorrow nights:),520320647818649600
0,1,0,T15112686,0,neutral,Semeval-train,"Govt, RBI working on new policy framework: Rajan: RBI governor Raghuram Rajan on Thursday said the central ban... http://t.co/CjxbP7KdyU",522919000410312704
0,1,0,T15112687,0,neutral,Semeval-train,If Barcelona beat Eibar tomorrow and Messi plays it will be Messi's 300th win in a Barca shirt #fcb http://t.co/BgBFLPqw4o,523052037312094208
0,1,0,T15112689,0,neutral,Semeval-train,"Ancelotti has declared James, Ronaldo, Bale and Benzema as his quartet vs. #Barcelona on the 25th http://t.co/qZHoU0qY5A",522718966738092032
1,0,0,T15112691,-1,negative,Semeval-train,The Jennifer Lawrence naked photo response is the end of the 'shamed starlet' #feminism http://t.co/BNjYfYMLdY,521983231659622400
0,1,0,T15112696,0,neutral,Semeval-train,Ion think I'm going to ICC tomorrow.,522922593121497088
0,1,0,T15112698,0,neutral,Semeval-train,"Who's name shall I get on the 3rd kit? Chicha, Isco or Illarra? Help please!",520022709305360384
0,0,1,T15112700,1,positive,Semeval-train,"@aa9skillz In FUT, Isco. An absolute magician in the midfield with Gabi being a close 2nd.",522499340531535872
0,0,1,T15112705,1,positive,Semeval-train,@noorah_fm Thanks for the S/O!  Be sure to check out our free pizza promotion tomorrow with a purchase of $25 or more! See you soon - Kyle,522976412328656896
0,1,0,T15112709,0,neutral,Semeval-train,Found out that Monster Hunter 4 on the 3DS has online so I guess I may end up playing it?,520991922668994560
0,0,1,T15112711,1,positive,Semeval-train,Nuno Espirito Santo has been a nice surprise. Valencia currently 2nd in La Liga. Beat Atletico Madrid on the weekend.,519619395266420736
0,0,1,T15112727,1,positive,Semeval-train,@Guaje7Villa can you please sign my Atletico Madrid jersey at tomorrow's game? #formycollection #pleasehelp,520465074666758144
0,0,1,T15112731,1,positive,Semeval-train,Leeds 1-1 Sheff Wed. Giuseppe Bellusci securing #LUFC a point after Chris Maguire had opened the scoring http://t.co/IApXGowqne,518388066286055424
0,1,0,T15112735,0,neutral,Semeval-train,"Meg-""you can watch a horror movie tomorrow if you like"" 
Me- ""cabin fever?""
Meg- ""what about Independence Day?"" 

@Rolfez pls educate her",522832814103097344
1,0,0,T15112738,-1,negative,Semeval-train,I have a resting bitch face that would make Wednesday Adams jealous,521755044505731072
0,1,0,T15112748,0,neutral,Semeval-train,@georgeisediting have just emailed you - Ashton on Wednesday????,523050898428547072
0,1,0,T15112750,0,neutral,Semeval-train,@2soLIV3 @1StedmanJaquan see you tomorrow Donny,522983441579905024
1,0,0,T15112752,-1,negative,Semeval-train,"@ukarlewitz Look at SPX daily in early June 2012. It bottomed the day after SPX 200d SMA was sliced. This time, 200d was sliced yesterday.",522129926175326208
0,0,1,T15112755,1,positive,Semeval-train,Tomorrow is New 3DS + Monster Hunter 4G. it shall be a grand day. A GRAND DAY I SAY.,520440559802920960
0,1,0,T15112757,0,neutral,Semeval-train,Talking about the Bosco vs. JSerra game this Friday. Around the Horn style w/ @BrianVilven and @coach_rfields #WCFF http://t.co/gAuK7OW5qe,522847843720396800
0,1,0,T15112758,0,neutral,Semeval-train,"Headed to the bottom of the 7th. 
East Coweta 5, North Cobb 2; @kateylynch37 and @liebe_2 with RBI hits off the fence to push 3 run lead.",522889747882991616
0,0,1,T15112759,1,positive,Semeval-train,"""Perseverance is failing 19 times and succeeding the 20th."" Julie Andrews #love #hardwork",520563004140953600
0,1,0,T15112764,0,neutral,Semeval-train,"Getting To Know Super-Earths: Pasadena CA (SPX) Oct 16, 2014

""If you have a coin and flip it just once, what does that tell you abou...",522624132018495488
0,0,1,T15112774,1,positive,Semeval-train,Birmingham bounce: YouGov on Fri and Sun and now @LordAshcroft today all put the Tories ahead http://t.co/iz7Trb9X5k http://t.co/5ZLHrXsJhC,519145639717109760
0,0,1,T15112780,1,positive,Semeval-train,"James just scores. 

Tomorrow: Ballon D'Or for James Rodriguez [Marca]",522223007142789120
0,0,1,T15112784,1,positive,Semeval-train,"@RHelmsBooks I'd love a full Elton concert. Saw him at a Fourth of July concert in Philadelphia, so it was just six songs.",519581875833040896
0,1,0,T15112788,0,neutral,Semeval-train,@SacRepublicFC headlines the @VCFusion Pro Combine Oct 25th &amp; 26th in Ventura.  Sign up today! @USLPRO @uslpdl http://t.co/leTJ5Ih9Yh,522937571194576896
1,0,0,T15112792,-1,negative,Semeval-train,"Kyle will clown 2 QB systems for dayzz when BYU does it for 2 games, but he may have backed himself into that corner #cawcaw",522950244888502272
0,1,0,T15112795,0,neutral,Semeval-train,"Equalizer, a place in the stars, October 1st.",522750303830310912
