Haha you can say goodbye to me but not to that big fuck off meteorite hanging off your face! ;1;Positiv;;Pstv;Affil;;;Strong;Power;;;Active;;;;;;;;;Ovrst;Undrst;;;;;;;;;;POLIT;;;;;;;;;;;;;;PLACE;;;;;;Sky;;;;;;;;BodyPt;ComForm;COM;Say;;;;Means;;;;NatrPro;;;;;;;;;;;;;Know;;;Perceiv;;;;Solve;;;;Quan;;;;;;;;Space;;DIM;;;Self;;You;;;;Negate;Intrj;IAV;DAV;SV;;;;;;;;;;;;;PowOth;PowTot;;;;;;;;;RspOth;RspTot;;;;;;;;;;;;;;;;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;SureLw;If;NotLw;;FormLw
shove your irrelevant opinion up your asshole;1;;Negativ;;;;Hostile;;;;;Active;;;;;;;;;;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;Exert;;;;;;;;;;;;;;;;;;;;;;;;Space;;;;;;;You;;;;;;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;;;TimeSpc;FormLw
Hey if it means I get made your bitch then I'd happily walk up to you and say it :P I don't know which Jersey you live in though, the European one or American? ;1;Positiv;Negativ;Pstv;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;;;;;Ovrst;;;;Econ@;;ECON;;;;;POLIT;;Role;;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;Say;;;Try;Means;;Complet;;NatrPro;;;;;;;;;Fetch;Travel;;;Know;;Ought;;;;;Solve;;;;Quan;NUMB;;CARD;;;Time@;;Space;;;;;Self;;You;Name;;;Negate;Intrj;IAV;DAV;SV;;;;PowLoss;;;;;;;;;PowOth;PowTot;;;;;;;RspGain;;;RspTot;;;;;;;;;;;;WlbPhys;;;WlbTot;EnlGain;;;;EnlOth;EnlTot;;;SklOth;SklTOT;;;TranLw;;;;;;;;;SureLw;If;;TimeSpc;FormLw
i have a boyfriend and you're a piece of shit anyway so that'll never happen;1;;Negativ;;;Ngtv;;;Power;Weak;;Active;Passive;;;;;;;;Ovrst;Undrst;;;Econ@;;;;;;;;;;;;;;;;;;;;;;;;;;;;Object;;;;;ComnObj;NatObj;;;COM;;Need;;;;;;Fail;;;Vary;Increas;;;;;;;;;;;Causal;;;;;;Solve;;;;Quan;;;;FREQ;;;;;;;Rel;;Self;;;;;;Negate;;IAV;DAV;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;;;;;WltOth;WltTot;;WlbLoss;;;;WlbTot;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;;NotLw;;
Sassy until someone walks up to you with a sawed off shotgun and paints the wall with your brains. ;1;;;;;;;;;;;;;;;;;;;;;Undrst;;;;;ECON;;;;;POLIT;;;;;;;;;;;;;;;;;;;;;Object;;;;BldgPt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Time@;;Space;;;;;;;You;Name;;;;;IAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WltPt;;;WltTot;;;;;;;;;;;;;;;;;;;;;;;PtLw;;;;;;;;TimeSpc;
try me you cunt;1;;Negativ;;;Ngtv;Hostile;;Power;;;Active;Passive;;;;Arousal;;;;;;;;;;;;Legal;;;;;;;;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;Try;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Self;;You;;;;;;IAV;;;;;;;;;;;;;;;PowOth;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TranLw;;;;;;;;;;;;;
Which sandwich topping would you be and why? ;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;;;;;;;;;;;;;;;;You;;;;;Intrj;;;SV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlEnds;;;EnlTot;;;;;;;;;;;;;;;;;;;;
mayonnaise bc im white as fuck;0;;;;;;;Strong;;;;Active;;;;;;;;;;;;;Econ@;;ECON;;;;Polit@;POLIT;;Role;;;;;Race;;;;;HU;;PLACE;Social;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;Know;Causal;;;;;;;;;;Quan;;;;;;;;;;;;COLOR;;;;;;;;Intrj;IAV;;;;;;;;;;;PowAuPt;PowPt;;;;PowTot;;;;;;;;;RspOth;RspTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SureLw;;;;
Heard sex noises in my roommates room and then she walked out with a girl... WTAF SHE HAS A BOYFRIEND SO  IS SHE A CHEATING LESBIAN ;1;;;;Affil;;;;;;;;;;;;;;;;Ovrst;;;;Econ@;;ECON;;;;;;;Role;;;;SocRel;;;;Female;Nonadlt;HU;;PLACE;Social;;;;;;Object;;;;BldgPt;;;;;;;;;;Means;;;;NatrPro;;;;;;;;;;;;;;Causal;;;;;;;;;;Quan;;;;;;Time@;;Space;;;;;Self;;;;;;;;;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;PtLw;;;;;;;;TimeSpc;
she's not automatically lesbian bc she's with a girl but ask her?? idk;0;;;;;;;;;;Submit;Active;;;;;;;;;;Undrst;;;;;;;;;;;;Role;;;;;;;;Female;Nonadlt;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Negate;;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;PtLw;;;;;;;NotLw;;
How isn't virginity real ;0;Positiv;;Pstv;;;;;;;;;;;;;;;Virtue;;Ovrst;;;;Econ@;;ECON;;;;;;;;;;;;;;;;;;;PLACE;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;SureLw;;;;
it's a social construct that states that having heterosexual sex changes a female. or that  hymen breaks & bleed or something?? none of this happens but yeah it's just a made up concept;0;Positiv;;Pstv;Affil;;;Strong;;Weak;;Active;Passive;;;;;;Virtue;;Ovrst;Undrst;;Doctrin;Econ@;;ECON;;Legal;;Polit@;POLIT;;Role;COLL;Work;;SocRel;;;;Female;;HU;;;;;;;;;;;;;;;;;;;;;;;Means;;;;NatrPro;;;;;;;;;;;;;Know;;;;;;;;Abs@;ABS;;Quan;;;;;;Time@;;Space;;;;;;;;;Yes;;Negate;Intrj;IAV;DAV;;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;AffOth;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;EnlOth;EnlTot;;SklPt;SklOth;SklTOT;;;;;;ArenaLw;;;;;;;;NotLw;TimeSpc;
A Muslim girl had a crush on me in high school and she had both a good personality and looks, but I refused to date her because she was Muslim lol ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;Power;;;Active;;;;;;;Virtue;;Ovrst;Undrst;Academ;;;;;;;;;;;Role;;Work;;SocRel;;;;Female;Nonadlt;HU;;PLACE;Social;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;Exert;;;;;;Causal;;;;;EVAL;;;ABS;Quality;Quan;;;;;;Time@;TIME;Space;POS;DIM;;;Self;;;;;;;;IAV;;SV;;;;PowLoss;;;;;;;;;;PowTot;;;;;;;;;;;AffGain;;;AffOth;AffTot;;;;;;;;WlbPsyc;;WlbTot;EnlGain;;;;EnlOth;EnlTot;;;;;TrnGain;;;;;;PtLw;;;;PosAff;SureLw;;;TimeSpc;FormLw
a piece of shit like you would have absolutely never deserved to date her anyway.;1;Positiv;Negativ;Pstv;Affil;Ngtv;;;Power;Weak;;Active;Passive;;;;Arousal;EMOT;;;;Undrst;;;Econ@;;;;;;;;;;;;;SocRel;;;;Female;;;;;;;;;;;Object;;;;;ComnObj;NatObj;;;COM;;Need;;;;;;Fail;;;;Increas;;;;;;;;;;;;;;;;;Solve;;ABS;;Quan;;;;FREQ;;Time@;TIME;;;;Rel;;;;You;;;;Negate;;IAV;DAV;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;AffGain;;;AffOth;AffTot;;;WltOth;WltTot;;WlbLoss;;;;WlbTot;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;PosAff;;;NotLw;TimeSpc;
Do you care if people see you naked? ;0;Positiv;;Pstv;Affil;;;Strong;;;;Active;Passive;;;;Arousal;;;;Ovrst;Undrst;;;;;;;;;;;;;COLL;Work;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increas;;;;;;;;;;;;;Perceiv;;;;Solve;;;Quality;;;;;;;;;;;;;;;;You;;;;;;IAV;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;AffOth;AffTot;;;;;;;;;;;EnlGain;;;;;EnlTot;;;;;;;;;EndsLw;ArenaLw;;;;;;;If;;;
depends who it is. almost all of my friends have seen me naked lmao;0;;;;;;;;Power;Weak;;Active;Passive;;;;;;;;Ovrst;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Need;;;;;;;;;;;;;;;;;;;;;;;Perceiv;;;;Solve;;;Quality;Quan;;;;;;;;;;;Rel;;Self;;;;;;;;;DAV;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TranLw;;;;PtLw;;;;;SureLw;If;;;
the only meat you eat is dick ! ;1;;;;;;;;;Weak;;Active;;;;;;;;;;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Object;;Food;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;;;;;;;;;;You;;;;;;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
me;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Self;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Opinions of padded / stuffed bra's? ;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
theyre like pillows like your boobs omg luv;1;Positiv;;Pstv;Affil;;;;;;;;Passive;;;;Arousal;EMOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rel;;;;You;;;;;;;;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PosAff;;;;;
Do you dance like crazy when no one is looking? What music makes you dance the most? ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;;;;Active;Passive;;;;Arousal;EMOT;;Vice;Ovrst;Undrst;;;;;;Exprsv;;;;;;;;Work;Ritual;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;Travel;;;;;;;Compare;;EVAL;Solve;;;;Quan;NUMB;;CARD;;;Time@;;;;;Rel;;;;You;;;No;Negate;Intrj;IAV;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;AffOth;AffTot;;;;;;;;;;;;;;;;;SklAsth;;;SklTOT;;;;;EndsLw;;;;;;PosAff;;;NotLw;TimeSpc;FormLw
i suck at everything nice;0;Positiv;;Pstv;;;;;;;;;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;;;;;;;;;;;;;;;Self;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PosAff;;;;;
why the hell are you people asking this princess things like that, GTFO ;0;Positiv;Negativ;Pstv;Affil;Ngtv;;;;;;;Passive;;;;Arousal;EMOT;;;;;;;;;;;;;;;Relig;;COLL;;;;;;;;;HU;;PLACE;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;Increas;;;;;;;;;;;Causal;;;;;;;;;;;;;;;;;;;;;Rel;;;;You;;;;;Intrj;;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;RcRelig;;;;RcTot;;;;;AffGain;;;;AffTot;;;;;;;;;;;;;EnlEnds;;;EnlTot;;;;;;;;;;ArenaLw;;;;;PosAff;;;;;
thank u lil angel;0;Positiv;;Pstv;Affil;;;;;;;;;;;;;;Virtue;;;;;;;;;;;;;;Relig;Role;;;;;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Intrj;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TrnGain;;;;;;;;;;PosAff;;;;;FormLw
How do you generally deal with judgemental and bitchy girls? ;0;Positiv;Negativ;Pstv;;Ngtv;Hostile;Strong;;;;Active;;;;;Arousal;;;;Ovrst;;;;Econ@;;ECON;;;;Polit@;POLIT;;;;Work;Ritual;SocRel;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;Solve;;;Quality;Quan;;;;;;;;;;;;;;;You;;;;;Intrj;IAV;DAV;SV;;IndAdj;;;;;;;;;PowDoct;;PowOth;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TranLw;;EndsLw;;;;;NegAff;;;;;;FormLw
i give them the same bitchy attitude that they give me, but twice as bad;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;;;Weak;;Active;Passive;;;;Arousal;EMOT;;Vice;Ovrst;Undrst;;;;;;;;;;;;;;;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fail;;Begin;;;;;;;;;;;;;Causal;;;;;EVAL;;;;;Quan;;;;FREQ;;;;;;;Rel;;Self;;;;;;;;;DAV;;;IndAdj;;PowLoss;;;;;;;;;;PowTot;;;;;;;;RspLoss;;RspTot;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;TrnGain;;;;;;;;;NegAff;;SureLw;;;;FormLw
If you could change one thing about your family, what would it be? ;0;;;;;;;;;;;Active;Passive;;;;;;;;Ovrst;Undrst;;;;;;;;;;;;;COLL;;;;;Kin@;;;;HU;;;;;;;;;Object;;;;;;NatObj;;;;;;;;;;;;;;Vary;;;;;;;;;;;;;;;;;;;;;;Quan;NUMB;;CARD;;;;;Space;;;;;;;You;;;;;Intrj;IAV;DAV;SV;;;;;;;;;;;;;PowOth;PowTot;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;TranLw;;;;;;;;;;If;;TimeSpc;
literally everything fuck;0;;;;;;;Strong;;;;Active;;;;;;;;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;Know;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Intrj;IAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
What is the last song you listened to? ;0;;;;;;;Strong;;;;;;;;;;;;;Ovrst;;;;;;;Exprsv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;Persist;;;;;;;;;;;;;;;;;;;;;;;;;;;;NUMB;ORD;;;;Time@;;;POS;;Rel;;;;You;;;;;Intrj;IAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EndsLw;;;;;;;;;;TimeSpc;FormLw
tbh victorious by panic! at the disco omg;0;Positiv;Negativ;;;Ngtv;;Strong;Power;Weak;;;Passive;;Pain;;;EMOT;Virtue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IndAdj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anomie;;;;;;;
Are you camera shy or do you like having your photo taken? ;0;Positiv;;Pstv;Affil;;;Strong;;Weak;;Active;Passive;;;;Arousal;EMOT;;;Ovrst;;;;;;;Exprsv;;;;;;;;Work;;;;;;;;;;;;;;;;;Object;Tool;;;;ComnObj;;;;COM;;;;;;;;;;;;;;;;;;;;;;Know;;;;;;;Solve;;;;;;;;;;;;;;;Rel;;;;You;;;;;;IAV;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;EndsLw;;;;;;PosAff;;;;;
im not camera shy im just ugly as fuck;0;Positiv;Negativ;Pstv;;Ngtv;;Strong;;Weak;;Active;Passive;;;;Arousal;EMOT;Virtue;Vice;Ovrst;;;;;;;Exprsv;Legal;;;;;;;;;;;;;;;;;;;;;;;;Object;Tool;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;;Causal;;;;;;;;;;Quan;;;;;;Time@;;;;;;;;;;;;;Negate;Intrj;IAV;;;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NegAff;;;;NotLw;TimeSpc;
What are two true things and one lie about you? ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;;;;Submit;;Passive;;;;Arousal;;Virtue;;Ovrst;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;Stay;;;;;;;;;;;;;EVAL;;;;;Quan;NUMB;;CARD;;;;;Space;;;;;;;You;;;;;Intrj;;DAV;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SureLw;If;;TimeSpc;FormLw
im gay;0;Positiv;;Pstv;;;;;;;;;;Pleasur;;;;EMOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WlbPsyc;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
What websites do you go to everyday? ;0;;;;Affil;;;Strong;;;Submit;Active;;;;;;;;;Ovrst;Undrst;;;;;;;;;;;;;;Work;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;Try;;Persist;;;;;Vary;;;;;;;;Travel;;;;;;;;;;Solve;;;;;;;;;;Time@;;;;;;;;;You;;;;;Intrj;IAV;DAV;SV;;;;;;;;PowCoop;;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EndsLw;;;;;;;;;;;
when coles mom gets me more presents than my actual family lmfao;0;Positiv;;Pstv;;;;Strong;;;;;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;;;COLL;;;;;Kin@;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Compare;;;;;;;Quan;;;;;;Time@;;;;;;;Self;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SureLw;;;TimeSpc;
Its sad with sound  ;0;Positiv;Negativ;Pstv;;Ngtv;;Strong;;;;;Passive;;Pain;;;EMOT;Virtue;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;;;;;;;;;;NatrPro;;;;;;;;;;;;;;;;;;;EVAL;;;;Quality;;;;;;;;;;;;;;;;;;;;;;IAV;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WlbPsyc;;WlbTot;;;;;;;;;;;;;TranLw;;;;;;;;PosAff;;;;;
lmfao;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
What are your thoughts on the Justin Bieber fan who legally changed her surname to Bieber? Is this awe inspiring fan dedication or just a little bit on the silly side?? ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;;Weak;Submit;Active;Passive;;;;Arousal;EMOT;Virtue;Vice;Ovrst;Undrst;;;;;;;Legal;;;POLIT;;Role;;Work;;SocRel;;;;Female;;HU;;;;;;;;;Object;Tool;;;;;;;;;;;;;;;;;;;;;;;;;Exert;;;;;Know;;;;;;EVAL;;Abs@;ABS;;Quan;;;;;;Time@;;Space;;DIM;Rel;;;;You;;;;;Intrj;IAV;DAV;SV;;;;;;;PowCon;;;;;;;PowTot;RcEthic;RcRelig;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PtLw;;;;PosAff;;;;TimeSpc;
creepy as hell tbh;0;;Negativ;;;Ngtv;;;;;;;;;;;;;;;;;;;;;;;;;;;Relig;;;;;;;;;;;;;PLACE;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;Quan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RcRelig;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Whats the first thing youd do if you were the opposite sex for one day? ;0;;;;;;;Strong;;;;Active;;;;;;;;;Ovrst;;;;;;;;;;;;;;;Work;;;;;;;;;;;;;;;;;Object;;;;;;NatObj;;;;;;;;;;;;NatrPro;Begin;;;;;;;;;;;;;;;;;;;Solve;;ABS;;Quan;NUMB;ORD;CARD;;;Time@;TIME;;POS;;Rel;;;;You;;;;Negate;;IAV;DAV;SV;;;;;;;PowCon;;;;;;;PowTot;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;EndsLw;;;;;;;SureLw;If;;TimeSpc;
id still go to babe and cuddle with them;0;Positiv;;;Affil;;;Strong;Power;;Submit;Active;;Pleasur;;;;;;;Ovrst;;;;;;;;;;;;;;;;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;Try;;Persist;;;;;Vary;;;;;;;;Travel;;;Know;;;;;;;;;;Quality;;;;;;;Time@;;;;;;;;;;;;;;;IAV;DAV;;;;;;;;;PowCoop;;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EndsLw;;;;;;;;;;TimeSpc;
ur butt is kinda small.. js ;1;;;;;;;;;Weak;;;;;;;;;;;;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;;;;;DIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
this question was from seven months ago and i still fucking laugh at it oh god;0;Positiv;Negativ;Pstv;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;Arousal;;;;Ovrst;Undrst;;;;;;Exprsv;;;;;Relig;Role;;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;Know;;;;;;;;;;Quality;Quan;NUMB;;CARD;;;Time@;;;;;;;Self;;;;;;;;IAV;DAV;;;;;;;;;;;;;;;;;;;;RcEnds;RcTot;;RspLoss;;RspTot;;;;;;;;;;;;;WlbPsyc;;WlbTot;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;;;TimeSpc;FormLw
Which gossip is there about you? ;0;;;;Affil;;;;;;;;;;;;;;;;;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;;;Space;;;;;;;You;;;;;;IAV;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;If;;TimeSpc;FormLw
"i hate when people say ""you wouldn't say it to my face"" even though they wouldn't say anything to my face either like lol wyd bitch";0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;Arousal;EMOT;;;Ovrst;;;;;;;;;;;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;BodyPt;ComForm;COM;Say;;;;Means;;;;;;;Increas;;;;;;;;;;Know;;;Perceiv;;;EVAL;Solve;;;Quality;Quan;;;;;;Time@;;Space;;;Rel;;Self;;You;;;;;;IAV;DAV;SV;;;;;;;;;;;;;PowOth;PowTot;;;RcGain;;;RcTot;;;RspOth;RspTot;AffGain;;;;AffTot;;;;;;;;;;;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;;ArenaLw;;;;NegAff;PosAff;SureLw;If;;TimeSpc;FormLw
Do you think you could survive as a cave person? ;0;Positiv;Negativ;Pstv;;Ngtv;;Strong;;Weak;;Active;Passive;;;;;;;;Ovrst;;;;;;;;;;;;;Role;;Work;;;;;;;;HU;;PLACE;;;;;Land;;;;;;;;;;;;;;;;;;Complet;;;;;;;;;;;;;Fall;;Know;Causal;;;;;;Solve;Abs@;ABS;;Quan;;;;;;;;;;;;;;;You;;;;;;IAV;DAV;SV;;;;PowLoss;;;;;;;;;PowOth;PowTot;;;;;;;;;;;;;;;;;;;;;;WlbPhys;;;WlbTot;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;EndsLw;;PtLw;;;;;;;;;
id try to eat everything and eventually just get food poisoning and die;0;Positiv;Negativ;Pstv;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;Arousal;;Virtue;;Ovrst;;;;;;;;Legal;;;;;;;;;SocRel;;;;;;;;;;;;;;;Object;;Food;;;;;;;;;;;Try;Means;;Complet;;NatrPro;;;;;;;;;Fetch;Travel;;;;;Ought;;;;;;;;;Quan;;;;;;Time@;;;;;;;;;;;;;;;IAV;DAV;;;;;;;;;;;;;;PowOth;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;WlbLoss;WlbPhys;;;WlbTot;;;;;;;;;;;;;TranLw;;;;;;;;;;;;TimeSpc;
